ID,Severity,Start_Time,End_Time,City,State,Temperature(F),Weather_Condition,Visibility(mi),Humidity(%),Wind_Speed(mph)
A9079,1,2022-01-14 07:00:00,2022-01-14 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9080,2,2022-01-14 08:00:00,2022-01-14 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A9081,3,2022-01-14 09:00:00,2022-01-14 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9082,2,2022-01-14 10:00:00,2022-01-14 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9083,4,2022-01-14 11:00:00,2022-01-14 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9084,1,2022-01-14 12:00:00,2022-01-14 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9085,2,2022-01-14 13:00:00,2022-01-14 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A9086,3,2022-01-14 14:00:00,2022-01-14 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9087,2,2022-01-14 15:00:00,2022-01-14 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9088,4,2022-01-14 16:00:00,2022-01-14 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9089,1,2022-01-14 17:00:00,2022-01-14 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9090,2,2022-01-14 18:00:00,2022-01-14 19:00:00,New York,NY,70,Clear,10.0,50,5.0
A9091,3,2022-01-14 19:00:00,2022-01-14 20:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9092,2,2022-01-14 20:00:00,2022-01-14 21:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9093,4,2022-01-14 21:00:00,2022-01-14 22:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9094,1,2022-01-14 22:00:00,2022-01-14 23:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9095,2,2022-01-14 23:00:00,2022-01-15 00:00:00,New York,NY,70,Clear,10.0,50,5.0
A9096,3,2022-01-15 00:00:00,2022-01-15 01:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9097,2,2022-01-15 01:00:00,2022-01-15 02:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9098,4,2022-01-15 02:00:00,2022-01-15 03:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9099,1,2022-01-15 03:00:00,2022-01-15 04:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9100,2,2022-01-15 04:00:00,2022-01-15 05:00:00,New York,NY,70,Clear,10.0,50,5.0
A9101,3,2022-01-15 05:00:00,2022-01-15 06:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9102,2,2022-01-15 06:00:00,2022-01-15 07:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9103,4,2022-01-15 07:00:00,2022-01-15 08:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9104,1,2022-01-15 08:00:00,2022-01-15 09:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9105,2,2022-01-15 09:00:00,2022-01-15 10:00:00,New York,NY,70,Clear,10.0,50,5.0
A9106,3,2022-01-15 10:00:00,2022-01-15 11:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9107,2,2022-01-15 11:00:00,2022-01-15 12:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9108,4,2022-01-15 12:00:00,2022-01-15 13:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9109,1,2022-01-15 13:00:00,2022-01-15 14:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9110,2,2022-01-15 14:00:00,2022-01-15 15:00:00,New York,NY,70,Clear,10.0,50,5.0
A9111,3,2022-01-15 15:00:00,2022-01-15 16:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9112,2,2022-01-15 16:00:00,2022-01-15 17:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9113,4,2022-01-15 17:00:00,2022-01-15 18:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9114,1,2022-01-15 18:00:00,2022-01-15 19:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9115,2,2022-01-15 19:00:00,2022-01-15 20:00:00,New York,NY,70,Clear,10.0,50,5.0
A9116,3,2022-01-15 20:00:00,2022-01-15 21:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9117,2,2022-01-15 21:00:00,2022-01-15 22:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9118,4,2022-01-15 22:00:00,2022-01-15 23:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9119,1,2022-01-15 23:00:00,2022-01-16 00:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9120,2,2022-01-16 00:00:00,2022-01-16 01:00:00,New York,NY,70,Clear,10.0,50,5.0
A9121,3,2022-01-16 01:00:00,2022-01-16 02:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9122,2,2022-01-16 02:00:00,2022-01-16 03:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9123,4,2022-01-16 03:00:00,2022-01-16 04:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9124,1,2022-01-16 04:00:00,2022-01-16 05:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9125,2,2022-01-16 05:00:00,2022-01-16 06:00:00,New York,NY,70,Clear,10.0,50,5.0
A9126,3,2022-01-16 06:00:00,2022-01-16 07:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9127,2,2022-01-16 07:00:00,2022-01-16 08:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9128,4,2022-01-16 08:00:00,2022-01-16 09:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9129,1,2022-01-16 09:00:00,2022-01-16 10:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9130,2,2022-01-16 10:00:00,2022-01-16 11:00:00,New York,NY,70,Clear,10.0,50,5.0
A9131,3,2022-01-16 11:00:00,2022-01-16 12:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9132,2,2022-01-16 12:00:00,2022-01-16 13:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9133,4,2022-01-16 13:00:00,2022-01-16 14:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9134,1,2022-01-16 14:00:00,2022-01-16 15:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9135,2,2022-01-16 15:00:00,2022-01-16 16:00:00,New York,NY,70,Clear,10.0,50,5.0
A9136,3,2022-01-16 16:00:00,2022-01-16 17:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9137,2,2022-01-16 17:00:00,2022-01-16 18:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9138,4,2022-01-16 18:00:00,2022-01-16 19:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9139,1,2022-01-16 19:00:00,2022-01-16 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9140,2,2022-01-16 20:00:00,2022-01-16 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A9141,3,2022-01-16 21:00:00,2022-01-16 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9142,2,2022-01-16 22:00:00,2022-01-16 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9143,4,2022-01-16 23:00:00,2022-01-17 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9144,1,2022-01-17 00:00:00,2022-01-17 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9145,2,2022-01-17 01:00:00,2022-01-17 02:00:00,New York,NY,70,Clear,10.0,50,5.0
A9146,3,2022-01-17 02:00:00,2022-01-17 03:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9147,2,2022-01-17 03:00:00,2022-01-17 04:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9148,4,2022-01-17 04:00:00,2022-01-17 05:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9149,1,2022-01-17 05:00:00,2022-01-17 06:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9150,2,2022-01-17 06:00:00,2022-01-17 07:00:00,New York,NY,70,Clear,10.0,50,5.0
A9151,3,2022-01-17 07:00:00,2022-01-17 08:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9152,2,2022-01-17 08:00:00,2022-01-17 09:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9153,4,2022-01-17 09:00:00,2022-01-17 10:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9154,1,2022-01-17 10:00:00,2022-01-17 11:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9155,2,2022-01-17 11:00:00,2022-01-17 12:00:00,New York,NY,70,Clear,10.0,50,5.0
A9156,3,2022-01-17 12:00:00,2022-01-17 13:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9157,2,2022-01-17 13:00:00,2022-01-17 14:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9158,4,2022-01-17 14:00:00,2022-01-17 15:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9159,1,2022-01-17 15:00:00,2022-01-17 16:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9160,2,2022-01-17 16:00:00,2022-01-17 17:00:00,New York,NY,70,Clear,10.0,50,5.0
A9161,3,2022-01-17 17:00:00,2022-01-17 18:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9162,2,2022-01-17 18:00:00,2022-01-17 19:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9163,4,2022-01-17 19:00:00,2022-01-17 20:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9164,1,2022-01-17 20:00:00,2022-01-17 21:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9165,2,2022-01-17 21:00:00,2022-01-17 22:00:00,New York,NY,70,Clear,10.0,50,5.0
A9166,3,2022-01-17 22:00:00,2022-01-17 23:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9167,2,2022-01-17 23:00:00,2022-01-18 00:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9168,4,2022-01-18 00:00:00,2022-01-18 01:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9169,1,2022-01-18 01:00:00,2022-01-18 02:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9170,2,2022-01-18 02:00:00,2022-01-18 03:00:00,New York,NY,70,Clear,10.0,50,5.0
A9171,3,2022-01-18 03:00:00,2022-01-18 04:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9172,2,2022-01-18 04:00:00,2022-01-18 05:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9173,4,2022-01-18 05:00:00,2022-01-18 06:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9174,1,2022-01-18 06:00:00,2022-01-18 07:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9175,2,2022-01-18 07:00:00,2022-01-18 08:00:00,New York,NY,70,Clear,10.0,50,5.0
A9176,3,2022-01-18 08:00:00,2022-01-18 09:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9177,2,2022-01-18 09:00:00,2022-01-18 10:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9178,4,2022-01-18 10:00:00,2022-01-18 11:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9179,1,2022-01-18 11:00:00,2022-01-18 12:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9180,2,2022-01-18 12:00:00,2022-01-18 13:00:00,New York,NY,70,Clear,10.0,50,5.0
A9181,3,2022-01-18 13:00:00,2022-01-18 14:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9182,2,2022-01-18 14:00:00,2022-01-18 15:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9183,4,2022-01-18 15:00:00,2022-01-18 16:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9184,1,2022-01-18 16:00:00,2022-01-18 17:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9185,2,2022-01-18 17:00:00,2022-01-18 18:00:00,New York,NY,70,Clear,10.0,50,5.0
A9186,3,2022-01-18 18:00:00,2022-01-18 19:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9187,2,2022-01-18 19:00:00,2022-01-18 20:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9188,4,2022-01-18 20:00:00,2022-01-18 21:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9189,1,2022-01-18 21:00:00,2022-01-18 22:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9190,2,2022-01-18 22:00:00,2022-01-18 23:00:00,New York,NY,70,Clear,10.0,50,5.0
A9191,3,2022-01-18 23:00:00,2022-01-19 00:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9192,2,2022-01-19 00:00:00,2022-01-19 01:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9193,4,2022-01-19 01:00:00,2022-01-19 02:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9194,1,2022-01-19 02:00:00,2022-01-19 03:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9195,2,2022-01-19 03:00:00,2022-01-19 04:00:00,New York,NY,70,Clear,10.0,50,5.0
A9196,3,2022-01-19 04:00:00,2022-01-19 05:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9197,2,2022-01-19 05:00:00,2022-01-19 06:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9198,4,2022-01-19 06:00:00,2022-01-19 07:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9199,1,2022-01-19 07:00:00,2022-01-19 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9200,2,2022-01-19 08:00:00,2022-01-19 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A9201,3,2022-01-19 09:00:00,2022-01-19 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9202,2,2022-01-19 10:00:00,2022-01-19 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9203,4,2022-01-19 11:00:00,2022-01-19 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9204,1,2022-01-19 12:00:00,2022-01-19 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9205,2,2022-01-19 13:00:00,2022-01-19 14:00:00,New York,NY,70,Clear,10.0,50,5.0
A9206,3,2022-01-19 14:00:00,2022-01-19 15:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9207,2,2022-01-19 15:00:00,2022-01-19 16:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9208,4,2022-01-19 16:00:00,2022-01-19 17:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9209,1,2022-01-19 17:00:00,2022-01-19 18:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9210,2,2022-01-19 18:00:00,2022-01-19 19:00:00,New York,NY,70,Clear,10.0,50,5.0
A9211,3,2022-01-19 19:00:00,2022-01-19 20:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9212,2,2022-01-19 20:00:00,2022-01-19 21:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9213,4,2022-01-19 21:00:00,2022-01-19 22:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9214,1,2022-01-19 22:00:00,2022-01-19 23:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9215,2,2022-01-19 23:00:00,2022-01-20 00:00:00,New York,NY,70,Clear,10.0,50,5.0
A9216,3,2022-01-20 00:00:00,2022-01-20 01:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9217,2,2022-01-20 01:00:00,2022-01-20 02:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9218,4,2022-01-20 02:00:00,2022-01-20 03:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9219,1,2022-01-20 03:00:00,2022-01-20 04:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9220,2,2022-01-20 04:00:00,2022-01-20 05:00:00,New York,NY,70,Clear,10.0,50,5.0
A9221,3,2022-01-20 05:00:00,2022-01-20 06:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9222,2,2022-01-20 06:00:00,2022-01-20 07:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9223,4,2022-01-20 07:00:00,2022-01-20 08:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9224,1,2022-01-20 08:00:00,2022-01-20 09:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9225,2,2022-01-20 09:00:00,2022-01-20 10:00:00,New York,NY,70,Clear,10.0,50,5.0
A9226,3,2022-01-20 10:00:00,2022-01-20 11:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9227,2,2022-01-20 11:00:00,2022-01-20 12:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9228,4,2022-01-20 12:00:00,2022-01-20 13:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9229,1,2022-01-20 13:00:00,2022-01-20 14:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9230,2,2022-01-20 14:00:00,2022-01-20 15:00:00,New York,NY,70,Clear,10.0,50,5.0
A9231,3,2022-01-20 15:00:00,2022-01-20 16:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9232,2,2022-01-20 16:00:00,2022-01-20 17:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9233,4,2022-01-20 17:00:00,2022-01-20 18:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9234,1,2022-01-20 18:00:00,2022-01-20 19:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9235,2,2022-01-20 19:00:00,2022-01-20 20:00:00,New York,NY,70,Clear,10.0,50,5.0
A9236,3,2022-01-20 20:00:00,2022-01-20 21:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9237,2,2022-01-20 21:00:00,2022-01-20 22:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9238,4,2022-01-20 22:00:00,2022-01-20 23:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9239,1,2022-01-20 23:00:00,2022-01-21 00:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9240,2,2022-01-21 00:00:00,2022-01-21 01:00:00,New York,NY,70,Clear,10.0,50,5.0
A9241,3,2022-01-21 01:00:00,2022-01-21 02:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9242,2,2022-01-21 02:00:00,2022-01-21 03:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9243,4,2022-01-21 03:00:00,2022-01-21 04:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9244,1,2022-01-21 04:00:00,2022-01-21 05:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9245,2,2022-01-21 05:00:00,2022-01-21 06:00:00,New York,NY,70,Clear,10.0,50,5.0
A9246,3,2022-01-21 06:00:00,2022-01-21 07:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9247,2,2022-01-21 07:00:00,2022-01-21 08:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9248,4,2022-01-21 08:00:00,2022-01-21 09:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9249,1,2022-01-21 09:00:00,2022-01-21 10:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9250,2,2022-01-21 10:00:00,2022-01-21 11:00:00,New York,NY,70,Clear,10.0,50,5.0
A9251,3,2022-01-21 11:00:00,2022-01-21 12:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9252,2,2022-01-21 12:00:00,2022-01-21 13:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9253,4,2022-01-21 13:00:00,2022-01-21 14:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9254,1,2022-01-21 14:00:00,2022-01-21 15:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9255,2,2022-01-21 15:00:00,2022-01-21 16:00:00,New York,NY,70,Clear,10.0,50,5.0
A9256,3,2022-01-21 16:00:00,2022-01-21 17:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9257,2,2022-01-21 17:00:00,2022-01-21 18:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9258,4,2022-01-21 18:00:00,2022-01-21 19:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9259,1,2022-01-21 19:00:00,2022-01-21 20:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9260,2,2022-01-21 20:00:00,2022-01-21 21:00:00,New York,NY,70,Clear,10.0,50,5.0
A9261,3,2022-01-21 21:00:00,2022-01-21 22:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9262,2,2022-01-21 22:00:00,2022-01-21 23:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9263,4,2022-01-21 23:00:00,2022-01-22 00:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9264,1,2022-01-22 00:00:00,2022-01-22 01:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9265,2,2022-01-22 01:00:00,2022-01-22 02:00:00,New York,NY,70,Clear,10.0,50,5.0
A9266,3,2022-01-22 02:00:00,2022-01-22 03:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9267,2,2022-01-22 03:00:00,2022-01-22 04:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9268,4,2022-01-22 04:00:00,2022-01-22 05:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9269,1,2022-01-22 05:00:00,2022-01-22 06:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9270,2,2022-01-22 06:00:00,2022-01-22 07:00:00,New York,NY,70,Clear,10.0,50,5.0
A9271,3,2022-01-22 07:00:00,2022-01-22 08:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9272,2,2022-01-22 08:00:00,2022-01-22 09:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9273,4,2022-01-22 09:00:00,2022-01-22 10:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9274,1,2022-01-22 10:00:00,2022-01-22 11:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9275,2,2022-01-22 11:00:00,2022-01-22 12:00:00,New York,NY,70,Clear,10.0,50,5.0
A9276,3,2022-01-22 12:00:00,2022-01-22 13:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9277,2,2022-01-22 13:00:00,2022-01-22 14:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9278,4,2022-01-22 14:00:00,2022-01-22 15:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9279,1,2022-01-22 15:00:00,2022-01-22 16:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9280,2,2022-01-22 16:00:00,2022-01-22 17:00:00,New York,NY,70,Clear,10.0,50,5.0
A9281,3,2022-01-22 17:00:00,2022-01-22 18:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9282,2,2022-01-22 18:00:00,2022-01-22 19:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9283,4,2022-01-22 19:00:00,2022-01-22 20:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9284,1,2022-01-22 20:00:00,2022-01-22 21:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9285,2,2022-01-22 21:00:00,2022-01-22 22:00:00,New York,NY,70,Clear,10.0,50,5.0
A9286,3,2022-01-22 22:00:00,2022-01-22 23:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9287,2,2022-01-22 23:00:00,2022-01-23 00:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9288,4,2022-01-23 00:00:00,2022-01-23 01:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9289,1,2022-01-23 01:00:00,2022-01-23 02:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9290,2,2022-01-23 02:00:00,2022-01-23 03:00:00,New York,NY,70,Clear,10.0,50,5.0
A9291,3,2022-01-23 03:00:00,2022-01-23 04:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9292,2,2022-01-23 04:00:00,2022-01-23 05:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9293,4,2022-01-23 05:00:00,2022-01-23 06:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9294,1,2022-01-23 06:00:00,2022-01-23 07:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9295,2,2022-01-23 07:00:00,2022-01-23 08:00:00,New York,NY,70,Clear,10.0,50,5.0
A9296,3,2022-01-23 08:00:00,2022-01-23 09:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9297,2,2022-01-23 09:00:00,2022-01-23 10:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9298,4,2022-01-23 10:00:00,2022-01-23 11:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9299,1,2022-01-23 11:00:00,2022-01-23 12:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9300,2,2022-01-23 12:00:00,2022-01-23 13:00:00,New York,NY,70,Clear,10.0,50,5.0
A9301,3,2022-01-23 13:00:00,2022-01-23 14:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9302,2,2022-01-23 14:00:00,2022-01-23 15:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9303,4,2022-01-23 15:00:00,2022-01-23 16:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9304,1,2022-01-23 16:00:00,2022-01-23 17:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9305,2,2022-01-23 17:00:00,2022-01-23 18:00:00,New York,NY,70,Clear,10.0,50,5.0
A9306,3,2022-01-23 18:00:00,2022-01-23 19:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9307,2,2022-01-23 19:00:00,2022-01-23 20:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9308,4,2022-01-23 20:00:00,2022-01-23 21:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9309,1,2022-01-23 21:00:00,2022-01-23 22:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9310,2,2022-01-23 22:00:00,2022-01-23 23:00:00,New York,NY,70,Clear,10.0,50,5.0
A9311,3,2022-01-23 23:00:00,2022-01-24 00:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9312,2,2022-01-24 00:00:00,2022-01-24 01:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9313,4,2022-01-24 01:00:00,2022-01-24 02:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9314,1,2022-01-24 02:00:00,2022-01-24 03:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9315,2,2022-01-24 03:00:00,2022-01-24 04:00:00,New York,NY,70,Clear,10.0,50,5.0
A9316,3,2022-01-24 04:00:00,2022-01-24 05:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9317,2,2022-01-24 05:00:00,2022-01-24 06:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9318,4,2022-01-24 06:00:00,2022-01-24 07:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9319,1,2022-01-24 07:00:00,2022-01-24 08:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
A9320,2,2022-01-24 08:00:00,2022-01-24 09:00:00,New York,NY,70,Clear,10.0,50,5.0
A9321,3,2022-01-24 09:00:00,2022-01-24 10:00:00,Los Angeles,CA,60,Rain,5.0,60,7.0
A9322,2,2022-01-24 10:00:00,2022-01-24 11:00:00,Chicago,IL,55,Snow,2.0,70,3.0
A9323,4,2022-01-24 11:00:00,2022-01-24 12:00:00,Houston,TX,80,Fog,8.0,80,6.0
A9324,1,2022-01-24 12:00:00,2022-01-24 13:00:00,Phoenix,AZ,75,Cloudy,9.0,90,4.0
